City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Fort-Shevchenko,KZ,2022-02-11 22:56:20,44.5086,50.263,39.4,87,100,10.69
289,Kieta,PG,2022-02-11 22:56:20,-6.2167,155.6333,80.53,81,100,0.45
290,Sao Jose Da Coroa Grande,BR,2022-02-11 22:56:21,-8.8978,-35.1478,81.03,77,83,12.75
291,Nipawin,CA,2022-02-11 22:56:21,53.3668,-104.0009,-11.16,70,0,6.91
292,Kulhudhuffushi,MV,2022-02-11 22:56:22,6.6221,73.07,81.19,74,100,6.33
293,Port-Gentil,GA,2022-02-11 22:56:23,-0.7193,8.7815,80.73,82,48,11.95
294,Tamiahua,MX,2022-02-11 22:56:23,21.2667,-97.45,71.85,69,30,8.99
295,Basavakalyan,IN,2022-02-11 22:56:23,17.8667,76.95,64.06,40,21,9.69
296,Talnakh,RU,2022-02-11 22:56:24,69.4865,88.3972,-11.96,87,90,9.28
297,Kolokani,ML,2022-02-11 22:56:24,13.5728,-8.0339,68.11,13,7,9.53
298,Zlocieniec,PL,2022-02-11 22:55:11,53.5329,16.0113,28.89,93,23,8.21
299,Morondava,MG,2022-02-11 22:56:25,-20.2833,44.2833,80.13,83,86,1.57
300,Jakar,BT,2022-02-11 22:56:25,27.5492,90.7525,25.45,79,49,5.46
301,Zhezkazgan,KZ,2022-02-11 22:56:26,47.8043,67.7144,22.87,87,98,18.92
302,Yerbogachen,RU,2022-02-11 22:56:26,61.2767,108.0108,-9.04,99,100,2.86
303,Cherskiy,RU,2022-02-11 22:56:27,68.75,161.3,-36.87,99,91,6.44
304,Phangnga,TH,2022-02-11 22:56:27,8.4509,98.5298,79.83,92,98,2.95
305,Lusambo,CD,2022-02-11 22:56:27,-4.9667,23.45,70.54,96,100,2.53
306,Mendi,PG,2022-02-11 22:56:28,-6.1761,143.6513,62.85,56,86,1.5
307,Anchorage,US,2022-02-11 22:56:28,61.2181,-149.9003,31.28,78,100,8.99
308,Lompoc,US,2022-02-11 22:56:29,34.6391,-120.4579,86.77,27,20,6.91
309,Anaconda,US,2022-02-11 22:56:29,46.1285,-112.9423,29.97,73,97,3.31
310,Sulmona,IT,2022-02-11 22:56:30,42.0479,13.9291,45.48,93,80,2.82
311,Bambanglipuro,ID,2022-02-11 22:56:30,-7.95,110.2833,60.6,88,99,6.26
312,Catamarca,AR,2022-02-11 22:52:57,-28.4696,-65.7852,71.78,82,84,1.99
313,Cairns,AU,2022-02-11 22:55:10,-16.9167,145.7667,84.29,76,8,5.75
314,Aklavik,CA,2022-02-11 22:56:31,68.2191,-135.0107,-15.77,76,20,3.44
315,Zambezi,ZM,2022-02-11 22:56:32,-13.5432,23.1047,62.4,95,99,3.15
316,Lavrentiya,RU,2022-02-11 22:56:33,65.5833,-171.0,-22.23,93,25,7.02
317,Salisbury,GB,2022-02-11 22:53:02,51.0693,-1.7957,41.49,86,87,5.68
318,Huarmey,PE,2022-02-11 22:56:34,-10.0681,-78.1522,73.92,74,53,9.37
319,Maragogi,BR,2022-02-11 22:55:40,-9.0122,-35.2225,81.01,77,82,12.3
320,Severnyy,RU,2022-02-11 22:57:35,50.677,36.5532,28.44,93,0,6.71
321,Lodja,CD,2022-02-11 22:57:35,-3.4833,23.4333,69.22,95,88,2.13
322,Salamiyah,SY,2022-02-11 22:57:35,35.0113,37.0532,45.07,81,0,5.73
323,Vallenar,CL,2022-02-11 22:57:36,-28.5708,-70.7581,75.7,41,0,5.68
324,Roseburg,US,2022-02-11 22:57:36,43.2165,-123.3417,64.31,87,100,3.44
325,Alice Springs,AU,2022-02-11 22:57:37,-23.7,133.8833,71.15,56,0,0.0
326,Henties Bay,NA,2022-02-11 22:57:38,-22.116,14.2845,70.86,85,39,6.91
327,Bograd,RU,2022-02-11 22:57:38,54.2344,90.8328,-31.09,96,13,3.49
328,Gorontalo,ID,2022-02-11 22:57:38,0.5412,123.0595,74.95,94,83,2.64
329,Northam,GB,2022-02-11 22:54:48,51.0333,-4.2167,45.01,84,92,12.5
330,Kotelnikovo,RU,2022-02-11 22:57:39,47.6317,43.1461,38.8,83,99,17.87
331,Iracoubo,GF,2022-02-11 22:57:40,5.4802,-53.2011,76.06,88,28,11.43
332,Novoilinsk,RU,2022-02-11 22:57:40,51.6829,108.7143,-14.1,100,100,0.47
333,Leningradskiy,RU,2022-02-11 22:57:40,69.3833,178.4167,-19.71,96,97,4.36
334,Kautokeino,NO,2022-02-11 22:57:41,69.0125,23.0412,-7.51,100,66,2.89
335,Codrington,AU,2022-02-11 22:57:41,-38.2667,141.9667,66.7,60,1,12.97
336,Panguna,PG,2022-02-11 22:57:42,-6.3164,155.4848,72.93,88,99,2.26
337,Saldanha,ZA,2022-02-11 22:57:42,-33.0117,17.9442,64.45,92,15,17.13
338,Flin Flon,CA,2022-02-11 22:57:42,54.7682,-101.865,-9.56,59,75,6.91
339,Visnes,NO,2022-02-11 22:57:43,59.3556,5.2242,42.85,70,20,28.77
340,Tautira,PF,2022-02-11 22:57:43,-17.7333,-149.15,86.02,71,82,13.58
341,Springdale,US,2022-02-11 22:57:44,36.1867,-94.1288,57.07,56,84,18.99
342,Bubaque,GW,2022-02-11 22:57:45,11.2833,-15.8333,78.76,71,46,9.69
343,Pombas,CV,2022-02-11 22:57:45,17.1503,-25.0201,73.18,71,96,5.26
344,Kropotkin,RU,2022-02-11 22:55:50,45.4375,40.5756,35.65,90,10,7.16
345,Xuddur,SO,2022-02-11 22:57:46,4.1213,43.8894,69.17,49,33,15.52
346,Champerico,GT,2022-02-11 22:57:47,14.3,-91.9167,93.74,61,2,11.34
347,Amapa,BR,2022-02-11 22:57:47,1.0,-52.0,72.73,98,30,2.66
348,Nabire,ID,2022-02-11 22:57:47,-3.3667,135.4833,76.42,92,100,2.28
349,Ginda,IN,2022-02-11 22:57:48,30.6945,78.4932,37.62,28,0,7.87
350,Booue,GA,2022-02-11 22:57:48,-0.0921,11.9385,78.84,76,65,2.98
351,Progreso,MX,2022-02-11 22:57:49,21.2833,-89.6667,73.74,80,49,14.29
352,Selizharovo,RU,2022-02-11 22:57:49,56.8519,33.4487,27.27,95,98,7.14
353,Raudeberg,NO,2022-02-11 22:57:49,61.9875,5.1352,38.07,93,100,10.0
354,Tateyama,JP,2022-02-11 22:57:50,34.9833,139.8667,41.09,60,59,11.14
355,Pokoynoye,RU,2022-02-11 22:57:50,44.8097,44.2517,36.72,86,26,4.43
356,Mayumba,GA,2022-02-11 22:57:51,-3.432,10.6554,77.04,91,7,3.74
357,Angoche,MZ,2022-02-11 22:57:51,-16.2325,39.9086,75.31,92,100,5.77
358,Saint-Leu,RE,2022-02-11 22:57:51,-21.15,55.2833,74.26,81,31,2.59
359,Tanout,NE,2022-02-11 22:57:52,14.9709,8.8879,61.38,15,0,11.27
360,Sabha,LY,2022-02-11 22:57:52,27.0377,14.4283,50.85,32,0,6.82
361,Mingaora,PK,2022-02-11 22:57:53,34.7758,72.3625,41.65,36,3,7.87
362,Kothi,IN,2022-02-11 22:57:53,24.75,80.7833,51.55,46,0,3.87
363,Kita,ML,2022-02-11 22:57:54,13.0349,-9.4895,75.07,11,7,6.76
364,Tete,MZ,2022-02-11 22:57:54,-16.1564,33.5867,78.89,73,40,0.0
365,Lebbeke,BE,2022-02-11 22:58:55,50.991,4.1225,36.37,68,9,6.33
366,Bull Savanna,JM,2022-02-11 22:58:55,17.8868,-77.5902,74.79,82,46,10.18
367,Avera,US,2022-02-11 22:58:55,33.194,-82.5271,66.25,55,32,7.85
368,Magistralnyy,RU,2022-02-11 22:56:02,56.1725,107.4458,-30.53,100,92,2.08
369,Acapulco,MX,2022-02-11 22:56:34,16.8634,-99.8901,81.88,51,49,8.1
370,Port Blair,IN,2022-02-11 22:58:57,11.6667,92.75,75.24,88,40,1.14
371,Aldan,RU,2022-02-11 22:58:57,58.6031,125.3894,-21.06,100,100,1.16
372,Gilbues,BR,2022-02-11 22:58:57,-9.8317,-45.3439,77.9,65,100,1.61
373,Coquimbo,CL,2022-02-11 22:56:32,-29.9533,-71.3436,71.33,60,0,12.66
374,Porbandar,IN,2022-02-11 22:58:59,21.6422,69.6093,68.27,40,3,10.2
375,Sao Raimundo Das Mangabeiras,BR,2022-02-11 22:58:59,-7.0219,-45.4811,75.09,89,78,3.11
376,Poindimie,NC,2022-02-11 22:59:00,-20.9333,165.3333,84.4,72,100,3.53
377,Sumenep,ID,2022-02-11 22:59:00,-7.0167,113.8667,75.96,93,100,7.0
378,Olafsvik,IS,2022-02-11 22:57:50,64.8945,-23.7142,28.04,72,100,20.74
379,Great Falls,US,2022-02-11 22:59:01,47.5002,-111.3008,34.92,51,72,3.0
380,Cidreira,BR,2022-02-11 22:59:02,-30.1811,-50.2056,75.04,82,0,22.01
381,Santa Fe,AR,2022-02-11 22:57:57,-31.6333,-60.7,69.01,91,100,18.41
382,Ewa Beach,US,2022-02-11 22:59:02,21.3156,-158.0072,81.09,61,0,11.01
383,Garowe,SO,2022-02-11 22:59:03,8.4054,48.4845,65.23,76,68,12.48
384,Kolobrzeg,PL,2022-02-11 22:59:03,54.1757,15.5834,37.96,72,1,13.82
385,Verkhoyansk,RU,2022-02-11 22:59:04,67.5447,133.385,-25.15,96,99,0.92
386,Coelho Neto,BR,2022-02-11 22:59:04,-4.2567,-43.0128,74.19,93,100,1.99
387,Salalah,OM,2022-02-11 22:56:32,17.0151,54.0924,67.98,75,2,4.5
388,Oskemen,KZ,2022-02-11 22:59:05,49.9565,82.6119,-18.08,75,100,2.24
389,Bandarbeyla,SO,2022-02-11 22:59:05,9.4942,50.8122,74.34,58,55,15.01
390,Abrau-Dyurso,RU,2022-02-11 22:59:06,44.69,37.59,44.06,79,37,17.27
391,Atar,MR,2022-02-11 22:59:06,20.5169,-13.0499,68.38,18,60,10.6
392,Ketchikan,US,2022-02-11 22:59:07,55.3422,-131.6461,40.12,75,100,3.42
393,Verkhnevilyuysk,RU,2022-02-11 22:59:07,63.4453,120.3167,-21.12,100,93,2.77
394,Ixtapa,MX,2022-02-11 22:59:08,20.7,-105.2,76.23,70,1,8.01
395,Paita,PE,2022-02-11 22:59:08,-5.0892,-81.1144,81.16,75,30,15.41
396,Dzheyrakh,RU,2022-02-11 22:59:09,42.8228,44.6756,18.79,67,6,8.9
397,Deputatskiy,RU,2022-02-11 22:59:09,69.3,139.9,-19.44,97,98,5.82
398,Nome,US,2022-02-11 22:59:10,64.5011,-165.4064,-11.65,83,33,8.19
399,Namibe,AO,2022-02-11 22:59:10,-15.1961,12.1522,75.83,83,91,1.74
400,Sao Filipe,CV,2022-02-11 22:59:11,14.8961,-24.4956,78.75,48,48,13.29
401,Luena,AO,2022-02-11 22:59:11,-11.7833,19.9167,61.68,95,100,4.56
402,Port Hawkesbury,CA,2022-02-11 22:59:11,45.6169,-61.3485,34.59,82,0,0.0
403,King City,US,2022-02-11 22:59:12,36.2127,-121.126,80.78,24,8,2.21
404,Ostrovnoy,RU,2022-02-11 22:59:12,68.0531,39.5131,17.06,93,94,9.75
405,Singapore,SG,2022-02-11 22:55:46,1.2897,103.8501,77.09,89,75,3.44
406,Yamada,JP,2022-02-11 22:59:13,39.4667,141.95,32.29,73,36,2.3
407,Luau,AO,2022-02-11 22:57:37,-10.7073,22.2247,63.54,95,100,2.84
408,Ambilobe,MG,2022-02-11 22:59:14,-13.2,49.05,73.09,96,100,2.62
409,Beringovskiy,RU,2022-02-11 22:59:15,63.05,179.3167,-24.14,94,34,9.75
410,Svetlyy,RU,2022-02-11 22:59:15,54.675,20.1347,35.65,71,64,14.9
411,Moree,AU,2022-02-11 23:00:17,-29.4667,149.85,77.58,44,23,12.28
412,Husasau De Tinca,RO,2022-02-11 23:00:17,46.8167,21.9167,43.41,77,100,7.83
413,Russell,US,2022-02-11 23:00:23,32.3502,-85.1999,65.91,56,1,4.5
414,Carmelo,UY,2022-02-11 23:00:26,-33.9892,-58.2856,66.16,77,100,25.1
415,Marawi,PH,2022-02-11 23:00:26,7.9986,124.2928,65.64,90,14,0.85
416,Misrikh,IN,2022-02-11 23:00:27,27.45,80.5167,48.16,55,0,8.25
417,Kaseda,JP,2022-02-11 22:57:31,31.4167,130.3167,43.84,70,100,10.6
418,Kesan,TR,2022-02-11 23:00:25,40.8558,26.6303,50.11,88,0,5.88
419,Cayenne,GF,2022-02-11 22:56:50,4.9333,-52.3333,80.1,86,75,8.99
420,Hofn,IS,2022-02-11 23:00:29,64.2539,-15.2082,27.46,78,100,21.07
421,Ponta Delgada,PT,2022-02-11 23:00:29,37.7333,-25.6667,59.5,72,75,0.0
422,Saint Anthony,US,2022-02-11 23:00:29,45.0205,-93.218,15.73,61,75,21.85
423,Southbury,US,2022-02-11 23:00:30,41.4815,-73.2132,49.01,49,0,12.66
424,Nosy Varika,MG,2022-02-11 23:00:30,-20.5833,48.5333,73.31,91,64,5.5
425,Petropavlovsk-Kamchatskiy,RU,2022-02-11 23:00:31,53.0452,158.6483,0.19,71,0,11.18
426,Hailey,US,2022-02-11 23:00:32,43.5196,-114.3153,14.05,68,7,7.0
427,Puerto Narino,CO,2022-02-11 23:00:32,-3.7703,-70.3831,79.07,83,68,0.83
428,Arica,CL,2022-02-11 22:56:09,-18.475,-70.3042,76.55,60,0,9.22
429,Ormara,PK,2022-02-11 23:00:33,25.2088,64.6357,69.17,64,0,10.02
430,Auki,SB,2022-02-11 23:00:34,-8.7676,160.7034,76.6,93,100,4.68
431,Pasni,PK,2022-02-11 23:00:34,25.2631,63.471,68.7,61,0,9.75
432,Innisfail,AU,2022-02-11 23:00:35,-17.5333,146.0333,84.22,69,8,3.49
433,Fairbanks,US,2022-02-11 23:00:35,64.8378,-147.7164,8.1,74,99,2.48
434,Bintulu,MY,2022-02-11 23:00:36,3.1667,113.0333,74.35,95,100,6.24
435,Bardiyah,LY,2022-02-11 23:00:36,31.7561,25.0865,54.3,67,0,4.41
436,Kamenka,RU,2022-02-11 23:00:37,51.3223,42.7678,32.76,90,100,13.2
437,Kapuskasing,CA,2022-02-11 23:00:37,49.4169,-82.4331,-7.67,95,100,15.28
438,Guerrero Negro,MX,2022-02-11 23:00:38,27.9769,-114.0611,74.77,23,0,10.36
439,Pechenga,RU,2022-02-11 23:00:38,69.5259,31.1703,23.86,86,99,19.86
440,Aiquile,BO,2022-02-11 23:00:39,-18.2041,-65.1807,62.89,80,87,6.55
441,Hirado,JP,2022-02-11 23:00:39,33.3597,129.5531,43.36,61,100,15.7
442,Udachnyy,RU,2022-02-11 23:00:39,66.4167,112.4,-14.1,100,98,3.69
443,Hambantota,LK,2022-02-11 23:00:40,6.1241,81.1185,76.51,88,98,11.77
444,Itarema,BR,2022-02-11 23:00:40,-2.9248,-39.9167,79.61,76,30,12.17
445,Agaro,ET,2022-02-11 23:00:41,7.85,36.65,62.78,71,61,1.88
446,Nanortalik,GL,2022-02-11 23:00:41,60.1432,-45.2371,29.55,79,100,8.79
447,Byron Bay,AU,2022-02-11 22:58:56,-28.65,153.6167,79.05,77,86,14.38
448,Walvis Bay,NA,2022-02-11 23:00:42,-22.9575,14.5053,71.1,82,40,7.78
449,Tulu Bolo,ET,2022-02-11 23:00:42,8.6667,38.2167,56.61,49,27,4.34
450,Swift Current,CA,2022-02-11 23:00:43,50.2834,-107.8014,18.41,79,100,24.16
451,Champasak,LA,2022-02-11 23:00:44,14.75,106.0,70.43,83,93,1.01
452,Lata,PT,2022-02-11 23:00:44,40.1629,-8.3327,52.05,94,100,2.26
453,Sernur,RU,2022-02-11 23:00:44,56.9333,49.1536,18.27,98,91,7.02
454,San Patricio,US,2022-02-11 23:00:45,28.017,-97.5169,77.72,63,9,15.7
455,Sibu,MY,2022-02-11 23:00:45,2.3,111.8167,72.05,99,100,1.86
456,Abu Dhabi,AE,2022-02-11 22:56:43,24.4667,54.3667,66.31,75,0,4.61
457,Haapiti,PF,2022-02-11 23:00:46,-17.5667,-149.8667,85.73,72,45,13.35
458,Mushie,CD,2022-02-11 23:00:47,-3.0167,16.9,73.15,91,50,2.06
459,Marabba,SD,2022-02-11 23:00:47,12.35,32.1833,70.88,14,0,16.67
460,Comodoro Rivadavia,AR,2022-02-11 23:01:48,-45.8667,-67.5,69.98,31,67,8.21
461,Tigil,RU,2022-02-11 23:01:48,57.8,158.6667,-11.47,99,79,0.85
462,Excelsior Springs,US,2022-02-11 23:01:49,39.3392,-94.2261,50.67,38,0,20.71
463,Erenhot,CN,2022-02-11 23:01:49,43.6475,111.9767,5.5,90,96,5.35
464,Port Keats,AU,2022-02-11 23:01:49,-14.25,129.55,81.19,80,5,5.23
465,Arenal,CO,2022-02-11 23:01:50,8.4593,-73.9433,84.78,56,42,2.84
466,Tombouctou,ML,2022-02-11 23:01:50,20.0,-3.0,62.37,18,82,10.83
467,Dingzhou,CN,2022-02-11 23:00:21,38.5131,114.9956,30.52,83,57,9.33
468,Dosso,NE,2022-02-11 23:01:51,13.049,3.1937,72.27,10,0,10.45
469,Shumskiy,RU,2022-02-11 23:01:52,54.8318,99.1328,-19.66,98,54,2.62
470,Isugod,PH,2022-02-11 23:01:52,9.3408,118.1196,77.29,85,78,3.4
471,Hovd,MN,2022-02-11 23:01:53,48.0056,91.6419,-15.02,87,86,4.03
472,Strelka,RU,2022-02-11 23:01:53,58.0728,93.0344,-10.19,95,7,5.3
473,Shimoda,JP,2022-02-11 23:01:54,34.6667,138.95,38.1,72,96,9.91
474,Parkes,AU,2022-02-11 23:01:51,-33.1333,148.1833,76.35,47,2,1.99
475,Whitehorse,CA,2022-02-11 23:01:55,60.7161,-135.0538,28.31,68,100,13.0
476,Serenje,ZM,2022-02-11 23:01:55,-13.2325,30.2352,59.86,92,100,2.46
477,Kupang,ID,2022-02-11 23:01:55,-10.1667,123.5833,78.24,86,100,2.68
478,Opuwo,NA,2022-02-11 23:01:56,-18.0607,13.84,68.56,90,100,5.57
479,Mandan,US,2022-02-11 23:01:56,46.8267,-100.8896,12.04,65,0,16.11
480,Homer,US,2022-02-11 23:01:57,59.6425,-151.5483,34.81,77,91,5.01
481,Saint-Augustin,CA,2022-02-11 23:01:58,51.226,-58.6502,12.9,80,23,10.38
482,Palu,ID,2022-02-11 23:01:58,-0.8917,119.8707,75.51,96,100,0.81
483,Dingle,PH,2022-02-11 23:01:59,10.9995,122.6711,75.11,93,100,9.42
484,Inongo,CD,2022-02-11 23:02:00,-1.95,18.2667,76.14,67,93,4.07
485,Esperance,AU,2022-02-11 23:02:00,-33.8667,121.9,72.7,91,100,7.25
486,Trat,TH,2022-02-11 23:02:01,12.5,102.5,81.99,96,100,0.16
487,Juneau,US,2022-02-11 23:02:01,58.3019,-134.4197,35.83,98,100,7.85
488,Pangnirtung,CA,2022-02-11 23:02:02,66.1451,-65.7125,-1.03,81,100,4.41
489,Lodeynoye Pole,RU,2022-02-11 23:02:02,60.726,33.5531,21.51,96,100,7.16
490,Honningsvag,NO,2022-02-11 23:02:03,70.9821,25.9704,31.53,55,99,18.59
491,Parabel,RU,2022-02-11 23:02:03,58.6978,81.4825,-15.03,100,78,6.55
492,Lisakovsk,KZ,2022-02-11 23:02:04,52.5369,62.4936,18.37,95,100,13.6
493,Komsomolskiy,UZ,2022-02-11 23:02:04,40.4272,71.7189,40.42,65,40,9.22
494,Yunyang,CN,2022-02-11 23:02:05,33.4474,112.7142,35.69,79,32,3.4
495,Batagay,RU,2022-02-11 23:02:05,67.6333,134.6333,-26.59,96,98,2.75
496,Tucurui,BR,2022-02-11 23:02:05,-3.7661,-49.6725,75.34,92,91,1.63
497,Tura,IN,2022-02-11 23:02:06,25.5198,90.2201,52.9,69,0,2.44
498,Saint-Joseph,RE,2022-02-11 23:02:06,-21.3667,55.6167,73.78,75,24,6.13
499,Belo Jardim,BR,2022-02-11 23:02:07,-8.3356,-36.4242,74.93,76,78,11.03
500,Maumere,ID,2022-02-11 23:02:08,-8.6199,122.2111,78.62,85,100,2.84
501,Mayo,US,2022-02-11 23:02:08,38.8876,-76.5119,63.27,52,0,21.0
502,Gebze,TR,2022-02-11 23:02:09,40.8028,29.4307,40.15,81,0,0.0
503,Venado Tuerto,AR,2022-02-11 23:02:09,-33.7456,-61.9688,55.78,94,100,14.18
504,Susanville,US,2022-02-11 23:02:53,40.4163,-120.653,60.91,38,0,8.05
505,Mogadishu,SO,2022-02-11 23:00:32,2.0371,45.3438,76.26,77,57,20.31
506,Oistins,BB,2022-02-11 23:03:11,13.0667,-59.5333,77.22,64,7,20.87
507,Wanning,CN,2022-02-11 23:03:12,18.8003,110.3967,67.59,72,98,4.97
508,Los Llanos De Aridane,ES,2022-02-11 23:03:12,28.6585,-17.9182,65.12,36,0,8.99
509,Nyagan,RU,2022-02-11 23:03:13,62.1406,65.3936,0.99,87,100,10.65
510,Bantry,IE,2022-02-11 23:03:13,51.6833,-9.45,45.88,90,100,24.25
511,Batemans Bay,AU,2022-02-11 23:03:14,-35.7167,150.1833,75.2,72,63,6.93
512,Mandurah,AU,2022-02-11 23:03:14,-32.55,115.7,68.16,78,47,11.77
513,Uruzgan,AF,2022-02-11 23:03:15,32.8333,66.0,35.71,44,0,8.7
514,Kabalo,CD,2022-02-11 23:03:15,-6.05,26.9167,68.5,98,98,3.83
515,Tukrah,LY,2022-02-11 23:03:16,32.5341,20.5791,52.43,76,10,6.53
516,Margate,GB,2022-02-11 23:03:16,51.3813,1.3862,40.91,81,98,1.01
517,Mattru,SL,2022-02-11 23:03:17,7.6244,-11.8332,73.94,96,9,2.55
518,Polaniec,PL,2022-02-11 23:03:17,50.4332,21.2812,37.35,86,99,1.99
519,Haines Junction,CA,2022-02-11 23:03:17,60.7522,-137.5108,23.76,95,100,3.0
520,Havre-Saint-Pierre,CA,2022-02-11 23:03:18,50.2334,-63.5986,12.81,85,32,3.31
521,Muros,ES,2022-02-11 23:03:18,42.7762,-9.0603,53.24,94,100,2.75
522,Bikin,RU,2022-02-11 23:03:19,46.8161,134.26,12.61,95,100,2.57
523,Qandala,SO,2022-02-11 23:03:19,11.472,49.8728,72.46,70,24,5.08
524,Maunatlala,BW,2022-02-11 23:03:19,-22.597,27.6301,70.23,44,0,5.68
525,Chirongui,YT,2022-02-11 23:03:20,-12.9319,45.1483,80.53,78,97,10.76
526,Dodge City,US,2022-02-11 23:03:21,37.7528,-100.0171,51.64,41,0,21.85
527,Balabac,PH,2022-02-11 23:03:21,7.9868,117.0645,79.79,84,83,13.02
528,Hun,LY,2022-02-11 23:03:22,29.1268,15.9477,51.48,46,1,8.41
529,Dusti,TJ,2022-02-11 23:03:22,37.3481,68.664,48.92,37,100,1.1
530,Paris,FR,2022-02-11 23:01:44,48.8534,2.3488,37.18,86,0,3.44
531,Mahanoro,MG,2022-02-11 23:03:23,-19.9,48.8,73.63,89,58,5.7
532,Stephenville Crossing,CA,2022-02-11 23:03:23,48.5,-58.4318,27.21,81,77,13.67
533,Santa Rosa,PH,2022-02-11 23:03:24,14.3122,121.1114,77.86,79,73,11.34
534,Cobija,BO,2022-02-11 23:03:24,-11.0267,-68.7692,76.69,91,90,1.19
535,Marstal,DK,2022-02-11 23:03:25,54.8562,10.5173,31.91,75,0,12.53
536,Valreas,FR,2022-02-11 23:03:25,44.3837,4.9908,40.91,81,4,8.93
537,Montes Claros,BR,2022-02-11 23:02:01,-16.735,-43.8617,70.72,88,51,0.51
538,Tomohon,ID,2022-02-11 23:03:26,1.3346,124.8392,67.14,88,90,1.05
539,Mastung,PK,2022-02-11 23:03:27,29.7994,66.845,44.69,23,0,5.57
540,Siderno,IT,2022-02-11 23:03:27,38.2779,16.302,53.4,54,100,4.99
541,Thohoyandou,ZA,2022-02-11 23:03:16,-22.9456,30.485,67.53,54,57,2.28
542,Weligama,LK,2022-02-11 23:00:56,5.9667,80.4167,74.28,92,88,6.15
543,Mildura,AU,2022-02-11 23:03:28,-34.2,142.15,66.07,63,0,11.05
544,Adrar,MR,2022-02-11 23:03:29,20.5022,-10.0711,62.44,18,55,10.22
545,Churapcha,RU,2022-02-11 23:03:29,62.0025,132.4325,-40.09,100,78,3.4
546,Denpasar,ID,2022-02-11 23:03:30,-8.65,115.2167,74.86,100,40,2.3
547,Ballina,AU,2022-02-11 23:03:30,-28.8667,153.5667,74.79,87,80,15.68
548,Seoul,KR,2022-02-11 22:58:51,37.5683,126.9778,29.64,90,75,3.44
549,Tahoua,NE,2022-02-11 23:03:31,14.8888,5.2692,68.32,12,0,11.34
550,Gardenstown,GB,2022-02-11 23:04:31,57.671,-2.336,42.35,75,100,25.32
551,Kirkwall,GB,2022-02-11 23:04:32,58.9848,-2.9587,41.34,87,100,20.71
552,Sioux Lookout,CA,2022-02-11 23:04:32,50.1001,-91.917,-9.06,81,69,10.65
553,Otane,NZ,2022-02-11 23:04:33,-39.8833,176.6333,74.01,92,100,5.46
554,Shingu,JP,2022-02-11 23:04:33,33.7333,135.9833,40.19,49,33,4.36
555,Richards Bay,ZA,2022-02-11 23:04:34,-28.783,32.0377,72.09,92,3,5.46
556,Naze,JP,2022-02-11 23:04:34,28.3667,129.4833,57.9,67,100,8.25
557,Eureka,US,2022-02-11 23:04:35,40.8021,-124.1637,73.13,59,0,3.0
558,Tromso,NO,2022-02-11 23:02:49,69.6496,18.957,24.82,93,100,11.5
559,Sisimiut,GL,2022-02-11 23:04:36,66.9395,-53.6735,22.91,96,100,0.72
560,Ust-Ishim,RU,2022-02-11 23:04:37,57.6935,71.1665,-7.6,93,6,8.5
561,Iskateley,RU,2022-02-11 23:04:37,67.6803,53.1512,15.49,91,100,17.81
